observed_at,time_step,pond_id,condition_label,condition_severity,record_provenance,site_id,strain_id,duration_days,depth_cm,nitrate_mg_l,ammonium_mg_l,phosphorus_mg_l,sensor_ph,water_temp_avg_c,water_temp_max_c,water_temp_min_c,conductivity_reported_ms_cm,do_mg_l,do_pct_sat,salinity_g_l,par_umol_m2_s,air_temp_c,relative_humidity_pct,global_light_w_m2,co2_ppm,wind_km_h,precipitation_cm,satellite_red,satellite_green,satellite_blue,satellite_RE1,latitude,longitude,dataset,category,image_path,image_source_id,image_condition_expected,image_provenance,association_provenance
2026-09-12T10:06:10+05:30,38,pond-01,stable,0.09971,synthetic_gradual_stream,ASU,KA32,12.004282,25.0,54.1084,0.4651,3.1554,8.0712,26.3138,28.4314,24.5138,48139.48,8.5412,111.035,32.0,325.767,28.5138,69.208,250.59,502.2,3.897,0.0501,0.09698,0.164017,0.11651,0.13651,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-038.jpg,pond_288,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:10+05:30,38,pond-02,heat_low_oxygen_normal,0.14603,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004282,22.0,39.5967,0.4489,2.5079,8.2617,28.3143,30.432,26.5143,49062.86,7.3384,95.399,35.0,400.649,30.5143,67.911,308.191,565.8,4.314,0.0501,0.100222,0.161238,0.114889,0.134889,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-038.jpg,pond_289,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:10+05:30,38,pond-03,nutrient_light_limited_normal,0.17533,synthetic_gradual_stream,FA,C046,12.004282,28.0,31.6005,0.4386,2.1704,8.1753,24.1234,26.241,22.3234,46315.59,7.3493,95.541,25.0,344.879,26.3234,67.091,265.291,536.4,4.578,0.0501,0.102273,0.15948,0.113864,0.133864,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-038.jpg,pond_290,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:20+05:30,39,pond-01,stable,0.09982,synthetic_gradual_stream,ASU,KA32,12.004398,25.0,54.0843,0.4651,3.1542,8.0723,26.3151,28.439,24.5151,48139.68,8.5381,110.995,32.0,327.851,28.5151,69.205,252.193,503.0,3.898,0.0393,0.096988,0.164011,0.116506,0.136506,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-039.jpg,pond_291,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:20+05:30,39,pond-02,heat_low_oxygen_normal,0.14942,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004398,22.0,39.4714,0.4477,2.5012,8.2667,28.3448,30.4686,26.5448,49068.96,7.3184,95.139,35.0,402.102,30.5448,67.816,309.309,568.7,4.345,0.0393,0.100459,0.161035,0.11477,0.13477,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-039.jpg,pond_292,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:20+05:30,39,pond-03,nutrient_light_limited_normal,0.17914,synthetic_gradual_stream,FA,C046,12.004398,28.0,31.4614,0.4373,2.1611,8.1791,24.1043,26.2281,22.3043,46322.45,7.3417,95.442,25.0,343.615,26.3043,66.984,264.32,539.3,4.612,0.0393,0.10254,0.159252,0.11373,0.13373,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-039.jpg,pond_293,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:30+05:30,40,pond-01,stable,0.09991,synthetic_gradual_stream,ASU,KA32,12.004514,25.0,54.0602,0.465,3.153,8.0734,26.3162,28.4463,24.5162,48139.84,8.5349,110.954,32.0,329.981,28.5162,69.203,253.831,503.9,3.899,0.0282,0.096994,0.164005,0.116503,0.136503,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-040.jpg,pond_294,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:30+05:30,40,pond-02,heat_low_oxygen_normal,0.15288,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004514,22.0,39.3435,0.4465,2.4942,8.2717,28.3759,30.506,26.5759,49075.18,7.298,94.874,35.0,403.585,30.5759,67.719,310.45,571.7,4.376,0.0282,0.100702,0.160827,0.114649,0.134649,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-040.jpg,pond_295,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:30+05:30,40,pond-03,nutrient_light_limited_normal,0.18303,synthetic_gradual_stream,FA,C046,12.004514,28.0,31.3195,0.4359,2.1516,8.183,24.0849,26.215,22.2849,46329.45,7.3339,95.341,25.0,342.327,26.2849,66.875,263.328,542.2,4.647,0.0282,0.102812,0.159018,0.113594,0.133594,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-040.jpg,pond_296,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:40+05:30,41,pond-01,stable,0.09997,synthetic_gradual_stream,ASU,KA32,12.00463,25.0,54.0361,0.465,3.1518,8.0746,26.3168,28.4534,24.5168,48139.94,8.5317,110.912,32.0,332.155,28.5168,69.201,255.504,504.7,3.9,0.017,0.096998,0.164002,0.116501,0.136501,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-041.jpg,pond_297,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:40+05:30,41,pond-02,heat_low_oxygen_normal,0.15641,synthetic_gradual_stream,CP,LRB-AZ-1201,12.00463,22.0,39.2129,0.4453,2.4872,8.2768,28.4077,30.5442,26.6077,49081.54,7.2772,94.603,35.0,405.099,30.6077,67.621,311.615,574.7,4.408,0.017,0.100949,0.160615,0.114526,0.134526,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-041.jpg,pond_298,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:40+05:30,41,pond-03,nutrient_light_limited_normal,0.18699,synthetic_gradual_stream,FA,C046,12.00463,28.0,31.1749,0.4346,2.1419,8.187,24.0651,26.2016,22.2651,46336.58,7.326,95.238,25.0,341.013,26.2651,66.764,262.318,545.2,4.683,0.017,0.103089,0.158781,0.113455,0.133455,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-041.jpg,pond_299,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:50+05:30,42,pond-01,stable,0.1,synthetic_gradual_stream,ASU,KA32,12.004745,25.0,54.012,0.465,3.1506,8.0758,26.3171,28.4602,24.5171,48139.99,8.5284,110.87,32.0,334.374,28.5171,69.2,257.21,505.5,3.9,0.0057,0.097,0.164,0.1165,0.1365,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-042.jpg,pond_300,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:50+05:30,42,pond-02,heat_low_oxygen_normal,0.16001,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004745,22.0,39.0797,0.444,2.48,8.282,28.4401,30.5832,26.6401,49088.02,7.256,94.327,35.0,406.644,30.6401,67.52,312.803,577.8,4.44,0.0057,0.101201,0.160399,0.1144,0.1344,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-042.jpg,pond_301,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:06:50+05:30,42,pond-03,nutrient_light_limited_normal,0.19103,synthetic_gradual_stream,FA,C046,12.004745,28.0,31.0276,0.4331,2.132,8.191,24.0449,26.188,22.2449,46343.85,7.3179,95.133,25.0,339.675,26.2449,66.651,261.288,548.2,4.719,0.0057,0.103372,0.158538,0.113314,0.133314,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-042.jpg,pond_302,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:00+05:30,43,pond-01,stable,0.1,synthetic_gradual_stream,ASU,KA32,12.004861,25.0,53.988,0.465,3.1494,8.077,26.3171,28.4669,24.5171,48139.99,8.5251,110.826,32.0,336.635,28.5171,69.2,258.95,506.3,3.9,0.0,0.097,0.164,0.1165,0.1365,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-043.jpg,pond_303,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:00+05:30,43,pond-02,heat_low_oxygen_normal,0.16368,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004861,22.0,38.944,0.4427,2.4726,8.2873,28.4731,30.6229,26.6731,49094.62,7.2343,94.046,35.0,408.217,30.6731,67.417,314.013,580.9,4.473,0.0,0.101457,0.160179,0.114271,0.134271,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-043.jpg,pond_304,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:00+05:30,43,pond-03,nutrient_light_limited_normal,0.19514,synthetic_gradual_stream,FA,C046,12.004861,28.0,30.8776,0.4317,2.1219,8.1951,24.0243,26.1741,22.2243,46351.24,7.3097,95.026,25.0,338.313,26.2243,66.536,260.241,551.3,4.756,0.0,0.103659,0.158292,0.11317,0.13317,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-043.jpg,pond_305,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:10+05:30,44,pond-01,stable,0.09997,synthetic_gradual_stream,ASU,KA32,12.004977,25.0,53.9639,0.465,3.1482,8.0782,26.3168,28.4735,24.5168,48139.94,8.5217,110.782,32.0,338.939,28.5168,69.201,260.722,507.1,3.9,0.0,0.096998,0.164002,0.116501,0.136501,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-044.jpg,pond_306,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:10+05:30,44,pond-02,heat_low_oxygen_normal,0.16741,synthetic_gradual_stream,CP,LRB-AZ-1201,12.004977,22.0,38.8057,0.4414,2.4652,8.2927,28.5067,30.6633,26.7067,49101.34,7.2123,93.759,35.0,409.82,30.7067,67.312,315.246,584.1,4.507,0.0,0.101719,0.159955,0.114141,0.134141,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-044.jpg,pond_307,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:10+05:30,44,pond-03,nutrient_light_limited_normal,0.19932,synthetic_gradual_stream,FA,C046,12.004977,28.0,30.725,0.4302,2.1117,8.1993,24.0034,26.16,22.2034,46358.77,7.3014,94.918,25.0,336.927,26.2034,66.419,259.175,554.4,4.794,0.0,0.103952,0.158041,0.113024,0.133024,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-044.jpg,pond_308,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:20+05:30,45,pond-01,stable,0.09991,synthetic_gradual_stream,ASU,KA32,12.005093,25.0,53.9398,0.465,3.147,8.0794,26.3163,28.4798,24.5163,48139.84,8.5182,110.737,32.0,341.285,28.5163,69.203,262.527,507.9,3.899,0.0,0.096994,0.164005,0.116503,0.136503,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-045.jpg,pond_309,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:20+05:30,45,pond-02,heat_low_oxygen_normal,0.17122,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005093,22.0,38.665,0.4401,2.4576,8.2983,28.5409,30.7045,26.7409,49108.19,7.1898,93.468,35.0,411.452,30.7409,67.206,316.501,587.3,4.541,0.0,0.101985,0.159727,0.114007,0.134007,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-045.jpg,pond_310,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:20+05:30,45,pond-03,nutrient_light_limited_watch,0.20357,synthetic_gradual_stream,FA,C046,12.005093,28.0,30.5699,0.4288,2.1013,8.2036,23.9822,26.1457,22.1822,46366.42,7.2929,94.807,25.0,335.518,26.1822,66.3,258.091,557.6,4.832,0.0,0.10425,0.157786,0.112875,0.132875,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-045.jpg,pond_311,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:30+05:30,46,pond-01,stable,0.09982,synthetic_gradual_stream,ASU,KA32,12.005208,25.0,53.9157,0.4651,3.1458,8.0807,26.3155,28.4861,24.5155,48139.68,8.5147,110.691,32.0,343.671,28.5155,69.205,264.362,508.6,3.898,0.0,0.096988,0.164011,0.116506,0.136506,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-046.jpg,pond_312,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:30+05:30,46,pond-02,heat_low_oxygen_normal,0.17509,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005208,22.0,38.5218,0.4387,2.4498,8.3039,28.5758,30.7464,26.7758,49115.15,7.167,93.171,35.0,413.112,30.7758,67.098,317.778,590.6,4.576,0.0,0.102256,0.159495,0.113872,0.133872,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-046.jpg,pond_313,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:30+05:30,46,pond-03,nutrient_light_limited_watch,0.20788,synthetic_gradual_stream,FA,C046,12.005208,28.0,30.4122,0.4272,2.0907,8.2079,23.9606,26.1312,22.1606,46374.19,7.2842,94.695,25.0,334.087,26.1606,66.179,256.99,560.8,4.871,0.0,0.104552,0.157527,0.112724,0.132724,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-046.jpg,pond_314,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:40+05:30,47,pond-01,stable,0.09971,synthetic_gradual_stream,ASU,KA32,12.005324,25.0,53.8916,0.4651,3.1446,8.082,26.3145,28.4923,24.5145,48139.48,8.5111,110.644,32.0,346.097,28.5145,69.208,266.228,509.3,3.897,0.0,0.09698,0.164017,0.11651,0.13651,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-047.jpg,pond_315,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:40+05:30,47,pond-02,heat_low_oxygen_normal,0.17902,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005324,22.0,38.3762,0.4373,2.442,8.3096,28.6112,30.789,26.8112,49122.24,7.1438,92.869,35.0,414.8,30.8112,66.987,319.077,593.9,4.611,0.0,0.102531,0.159259,0.113734,0.133734,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-047.jpg,pond_316,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:40+05:30,47,pond-03,nutrient_light_limited_watch,0.21227,synthetic_gradual_stream,FA,C046,12.005324,28.0,30.2522,0.4257,2.0799,8.2123,23.9387,26.1165,22.1387,46382.09,7.2755,94.581,25.0,332.633,26.1387,66.056,255.871,564.0,4.91,0.0,0.104859,0.157264,0.112571,0.132571,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-047.jpg,pond_317,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:50+05:30,48,pond-01,stable,0.09957,synthetic_gradual_stream,ASU,KA32,12.00544,25.0,53.8675,0.4652,3.1434,8.0833,26.3132,28.4983,24.5132,48139.22,8.5075,110.597,32.0,348.562,28.5132,69.212,268.125,497.5,3.896,0.0,0.09697,0.164026,0.116515,0.136515,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-048.jpg,pond_318,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:50+05:30,48,pond-02,heat_low_oxygen_normal,0.18302,synthetic_gradual_stream,CP,LRB-AZ-1201,12.00544,22.0,38.2283,0.4359,2.434,8.3154,28.6472,30.8323,26.8472,49129.44,7.1202,92.562,35.0,416.515,30.8472,66.875,320.396,584.8,4.647,0.0,0.102811,0.159019,0.113594,0.133594,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-048.jpg,pond_319,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:07:50+05:30,48,pond-03,nutrient_light_limited_watch,0.21672,synthetic_gradual_stream,FA,C046,12.00544,28.0,30.0897,0.4241,2.069,8.2167,23.9164,26.1015,22.1164,46390.1,7.2666,94.465,25.0,331.157,26.1164,65.932,254.736,554.8,4.95,0.0,0.10517,0.156997,0.112415,0.132415,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-048.jpg,pond_320,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:00+05:30,49,pond-01,stable,0.0994,synthetic_gradual_stream,ASU,KA32,12.005556,25.0,53.8434,0.4652,3.1422,8.0847,26.3119,28.5044,24.5119,48138.92,8.5037,110.549,32.0,351.065,28.5119,69.217,270.05,498.3,3.895,0.0,0.096958,0.164036,0.116521,0.136521,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-049.jpg,pond_723,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:00+05:30,49,pond-02,heat_low_oxygen_normal,0.18708,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005556,22.0,38.078,0.4345,2.4258,8.3213,28.6837,30.8762,26.8837,49136.75,7.0962,92.251,35.0,418.258,30.8837,66.762,321.737,588.2,4.684,0.0,0.103096,0.158775,0.113452,0.133452,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-049.jpg,pond_724,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:00+05:30,49,pond-03,nutrient_light_limited_watch,0.22124,synthetic_gradual_stream,FA,C046,12.005556,28.0,29.9248,0.4226,2.058,8.2212,23.8938,26.0863,22.0938,46398.23,7.2575,94.348,25.0,329.66,26.0938,65.805,253.584,558.1,4.991,0.0,0.105487,0.156726,0.112257,0.132257,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-049.jpg,pond_725,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:10+05:30,50,pond-01,stable,0.0992,synthetic_gradual_stream,ASU,KA32,12.005671,25.0,53.8193,0.4653,3.141,8.086,26.3104,28.5104,24.5104,48138.56,8.5,110.5,32.0,353.606,28.5104,69.222,272.004,498.9,3.893,0.0,0.096944,0.164048,0.116528,0.136528,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-050.jpg,pond_726,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:10+05:30,50,pond-02,heat_low_oxygen_normal,0.19121,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005671,22.0,37.9254,0.4331,2.4176,8.3272,28.7209,30.9209,26.9209,49144.17,7.0719,91.935,35.0,420.027,30.9209,66.646,323.098,591.6,4.721,0.0,0.103384,0.158528,0.113308,0.133308,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-050.jpg,pond_727,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:10+05:30,50,pond-03,nutrient_light_limited_watch,0.22582,synthetic_gradual_stream,FA,C046,12.005671,28.0,29.7577,0.421,2.0467,8.2258,23.8709,26.0709,22.0709,46406.47,7.2484,94.229,25.0,328.142,26.0709,65.677,252.417,561.5,5.032,0.0,0.105807,0.156451,0.112096,0.132096,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-050.jpg,pond_728,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:20+05:30,51,pond-01,stable,0.09897,synthetic_gradual_stream,ASU,KA32,12.005787,25.0,53.7952,0.4654,3.1398,8.0874,26.3088,28.5164,24.5088,48138.15,8.4962,110.45,32.0,356.183,28.5088,69.229,273.987,499.6,3.891,0.0,0.096928,0.164062,0.116536,0.136536,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-051.jpg,pond_729,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:20+05:30,51,pond-02,heat_low_oxygen_normal,0.19539,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005787,22.0,37.7705,0.4316,2.4092,8.3333,28.7585,30.9662,26.9585,49151.7,7.0472,91.613,35.0,421.823,30.9585,66.529,324.479,595.1,4.759,0.0,0.103677,0.158277,0.113161,0.133161,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-051.jpg,pond_730,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:20+05:30,51,pond-03,nutrient_light_limited_watch,0.23046,synthetic_gradual_stream,FA,C046,12.005787,28.0,29.5883,0.4193,2.0354,8.2305,23.8477,26.0553,22.0477,46414.83,7.2391,94.108,25.0,326.603,26.0477,65.547,251.233,564.9,5.074,0.0,0.106132,0.156172,0.111934,0.131934,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-051.jpg,pond_823,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:30+05:30,52,pond-01,stable,0.09872,synthetic_gradual_stream,ASU,KA32,12.005903,25.0,53.7711,0.4654,3.1386,8.0888,26.3072,28.5225,24.5072,48137.7,8.4923,110.4,32.0,358.795,28.5072,69.236,275.996,500.3,3.888,0.0,0.09691,0.164077,0.116545,0.136545,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-052.jpg,pond_824,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:30+05:30,52,pond-02,heat_low_oxygen_normal,0.19964,synthetic_gradual_stream,CP,LRB-AZ-1201,12.005903,22.0,37.6134,0.4301,2.4007,8.3395,28.7967,31.0121,26.9967,49159.35,7.0221,91.288,35.0,423.644,30.9967,66.41,325.88,598.7,4.797,0.0,0.103975,0.158022,0.113013,0.133013,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-052.jpg,pond_825,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:30+05:30,52,pond-03,nutrient_light_limited_watch,0.23516,synthetic_gradual_stream,FA,C046,12.005903,28.0,29.4166,0.4177,2.0239,8.2352,23.8242,26.0396,22.0242,46423.29,7.2297,93.986,25.0,325.044,26.0242,65.415,250.034,568.3,5.116,0.0,0.106461,0.15589,0.111769,0.131769,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-052.jpg,pond_826,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:40+05:30,53,pond-01,stable,0.09844,synthetic_gradual_stream,ASU,KA32,12.006019,25.0,53.747,0.4655,3.1373,8.0902,26.3055,28.5287,24.5055,48137.19,8.4884,110.349,32.0,361.441,28.5055,69.244,278.032,501.0,3.886,0.0,0.096891,0.164094,0.116555,0.136555,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-053.jpg,pond_827,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:40+05:30,53,pond-02,heat_low_oxygen_watch,0.20394,synthetic_gradual_stream,CP,LRB-AZ-1201,12.006019,22.0,37.4541,0.4286,2.3921,8.3457,28.8355,31.0587,27.0355,49167.1,6.9967,90.958,35.0,425.491,31.0355,66.29,327.301,602.3,4.835,0.0,0.104276,0.157763,0.112862,0.132862,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-053.jpg,pond_001,HIGH_PH,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:40+05:30,53,pond-03,nutrient_light_limited_watch,0.23992,synthetic_gradual_stream,FA,C046,12.006019,28.0,29.2428,0.416,2.0122,8.2399,23.8004,26.0236,22.0004,46431.86,7.2202,93.862,25.0,323.466,26.0004,65.282,248.82,571.8,5.159,0.0,0.106795,0.155605,0.111603,0.131603,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-053.jpg,pond_828,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:50+05:30,54,pond-01,stable,0.09814,synthetic_gradual_stream,ASU,KA32,12.006134,25.0,53.7229,0.4657,3.1361,8.0916,26.3038,28.5349,24.5038,48136.64,8.4844,110.298,32.0,364.121,28.5038,69.252,280.093,501.6,3.883,0.0,0.096869,0.164112,0.116565,0.136565,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-054.jpg,pond_829,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:50+05:30,54,pond-02,heat_low_oxygen_watch,0.20831,synthetic_gradual_stream,CP,LRB-AZ-1201,12.006134,22.0,37.2927,0.4271,2.3834,8.352,28.8748,31.1059,27.0748,49174.95,6.971,90.623,35.0,427.363,31.0748,66.167,328.741,605.9,4.875,0.0,0.104581,0.157502,0.112709,0.132709,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-054.jpg,pond_002,HIGH_PH,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:08:50+05:30,54,pond-03,nutrient_light_limited_watch,0.24474,synthetic_gradual_stream,FA,C046,12.006134,28.0,29.0669,0.4143,2.0004,8.2447,23.7763,26.0074,21.9763,46440.54,7.2105,93.737,25.0,321.868,25.9763,65.147,247.591,575.3,5.203,0.0,0.107132,0.155315,0.111434,0.131434,40.14,-111.87,whole-lake,whole-lake,stream_images/pond-03-step-054.jpg,pond_830,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:09:00+05:30,55,pond-01,stable,0.0978,synthetic_gradual_stream,ASU,KA32,12.00625,25.0,53.6988,0.4658,3.1349,8.093,26.3021,28.5413,24.5021,48136.05,8.4804,110.245,32.0,366.834,28.5021,69.262,282.18,502.2,3.88,0.0,0.096846,0.164132,0.116577,0.136577,40.15,-111.86,whole-lake,whole-lake,stream_images/pond-01-step-055.jpg,pond_1000,OPTIMUM,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
2026-09-12T10:09:00+05:30,55,pond-02,heat_low_oxygen_watch,0.21273,synthetic_gradual_stream,CP,LRB-AZ-1201,12.00625,22.0,37.1291,0.4255,2.3745,8.3585,28.9145,31.1537,27.1145,49182.91,6.9449,90.284,35.0,429.26,31.1145,66.044,330.2,609.6,4.915,0.0,0.104891,0.157236,0.112555,0.132555,40.16,-111.85,whole-lake,whole-lake,stream_images/pond-02-step-055.jpg,pond_003,HIGH_PH,fishpond_visual_condition_v2_fixture,synthetic_condition_matched_mapping
